[2025-05-30 11:24:09,807: INFO: __init__: Welcome to custom log]
[2025-06-07 22:48:02,235: INFO: data_ingestion: Downloaded data from https://drive.google.com/file/d/1wqlI7hsen8Q7wpjzs3pUeGlDZKqci4W-/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2025-06-07 22:48:12,346: INFO: main: >>>>> stage Data Ingestion stage completed <<<<<

x==========x]
[2025-06-07 22:48:12,347: INFO: main: >>>>> stage Prepare Base Model Stage started <<<<<]
[2025-06-07 22:48:12,350: INFO: common: yaml file: config/config.yaml loaded successfully]
[2025-06-07 22:48:12,352: INFO: common: yaml file: params.yaml loaded successfully]
[2025-06-07 22:48:12,352: INFO: common: created directory at: artifacts]
[2025-06-07 22:48:12,352: INFO: common: created directory at: artifacts/prepare_base_model]
[2025-06-07 22:48:13,233: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2025-06-07 22:48:13,338: WARNING: optimizer: At this time, the v2.11+ optimizer `tf.keras.optimizers.Adam` runs slowly on M1/M2 Macs, please use the legacy Keras optimizer instead, located at `tf.keras.optimizers.legacy.Adam`.]
[2025-06-07 22:48:13,340: WARNING: __init__: There is a known slowdown when using v2.11+ Keras optimizers on M1/M2 Macs. Falling back to the legacy Keras optimizer, i.e., `tf.keras.optimizers.legacy.Adam`.]
[2025-06-07 22:48:13,420: INFO: main: >>>>> stage Prepare Base Model Stage completed <<<<<

x==========x]
[2025-06-07 22:48:13,421: INFO: main: >>>>> stage Model Training Stage started <<<<<]
[2025-06-07 22:48:13,423: INFO: common: yaml file: config/config.yaml loaded successfully]
[2025-06-07 22:48:13,425: INFO: common: yaml file: params.yaml loaded successfully]
[2025-06-07 22:48:13,425: INFO: common: created directory at: artifacts]
[2025-06-07 22:48:13,425: INFO: common: created directory at: artifacts/training]
[2025-06-07 22:48:13,425: ERROR: main: __init__() got an unexpected keyword argument 'params_is_augumentation']
Traceback (most recent call last):
  File "main.py", line 31, in <module>
    model_training_pipeline.main()
  File "/Users/sushraireddy/Desktop/Kidney-Disease-Classfication/Kidney-Disease-Classfication/src/cnnClassifier/pipeline/stage_03_model_training.py", line 12, in main
    training_config = config.get_training_config()
  File "/Users/sushraireddy/Desktop/Kidney-Disease-Classfication/Kidney-Disease-Classfication/src/cnnClassifier/config/configuration.py", line 63, in get_training_config
    training_config = TrainingConfig(
TypeError: __init__() got an unexpected keyword argument 'params_is_augumentation'
[2025-06-07 22:51:46,270: INFO: __init__: Welcome to custom log]
[2025-06-07 22:51:51,027: INFO: main: >>>>> stage Data Ingestion stage started <<<<<]
[2025-06-07 22:51:51,030: INFO: common: yaml file: config/config.yaml loaded successfully]
[2025-06-07 22:51:51,031: INFO: common: yaml file: params.yaml loaded successfully]
[2025-06-07 22:51:51,031: INFO: common: created directory at: artifacts]
[2025-06-07 22:51:51,031: INFO: common: created directory at: artifacts/data_ingestion]
[2025-06-07 22:51:51,031: INFO: data_ingestion: Downloading data from https://drive.google.com/file/d/1wqlI7hsen8Q7wpjzs3pUeGlDZKqci4W-/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2025-06-07 22:56:20,099: INFO: data_ingestion: Downloaded data from https://drive.google.com/file/d/1wqlI7hsen8Q7wpjzs3pUeGlDZKqci4W-/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2025-06-07 22:56:34,602: INFO: main: >>>>> stage Data Ingestion stage completed <<<<<

x==========x]
[2025-06-07 22:56:34,603: INFO: main: >>>>> stage Prepare Base Model Stage started <<<<<]
[2025-06-07 22:56:34,609: INFO: common: yaml file: config/config.yaml loaded successfully]
[2025-06-07 22:56:34,612: INFO: common: yaml file: params.yaml loaded successfully]
[2025-06-07 22:56:34,612: INFO: common: created directory at: artifacts]
[2025-06-07 22:56:34,612: INFO: common: created directory at: artifacts/prepare_base_model]
[2025-06-07 22:56:35,737: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2025-06-07 22:56:35,848: WARNING: optimizer: At this time, the v2.11+ optimizer `tf.keras.optimizers.Adam` runs slowly on M1/M2 Macs, please use the legacy Keras optimizer instead, located at `tf.keras.optimizers.legacy.Adam`.]
[2025-06-07 22:56:35,851: WARNING: __init__: There is a known slowdown when using v2.11+ Keras optimizers on M1/M2 Macs. Falling back to the legacy Keras optimizer, i.e., `tf.keras.optimizers.legacy.Adam`.]
[2025-06-07 22:56:35,934: INFO: main: >>>>> stage Prepare Base Model Stage completed <<<<<

x==========x]
[2025-06-07 22:56:35,934: INFO: main: >>>>> stage Model Training Stage started <<<<<]
[2025-06-07 22:56:35,937: INFO: common: yaml file: config/config.yaml loaded successfully]
[2025-06-07 22:56:35,938: INFO: common: yaml file: params.yaml loaded successfully]
[2025-06-07 22:56:35,938: INFO: common: created directory at: artifacts]
[2025-06-07 22:56:35,938: INFO: common: created directory at: artifacts/training]
[2025-06-07 22:56:36,128: ERROR: main: [Errno 2] No such file or directory: 'artifacts/data_ingestion/kidney-ct-scan-image']
Traceback (most recent call last):
  File "main.py", line 31, in <module>
    model_training_pipeline.main()
  File "/Users/sushraireddy/Desktop/Kidney-Disease-Classfication/Kidney-Disease-Classfication/src/cnnClassifier/pipeline/stage_03_model_training.py", line 15, in main
    training.train_valid_generator()
  File "/Users/sushraireddy/Desktop/Kidney-Disease-Classfication/Kidney-Disease-Classfication/src/cnnClassifier/components/model_training.py", line 40, in train_valid_generator
    self.valid_generator = valid_datagenerator.flow_from_directory(
  File "/Users/sushraireddy/Desktop/Kidney-Disease-Classfication/kidney310/lib/python3.8/site-packages/keras/preprocessing/image.py", line 1648, in flow_from_directory
    return DirectoryIterator(
  File "/Users/sushraireddy/Desktop/Kidney-Disease-Classfication/kidney310/lib/python3.8/site-packages/keras/preprocessing/image.py", line 563, in __init__
    for subdir in sorted(os.listdir(directory)):
FileNotFoundError: [Errno 2] No such file or directory: 'artifacts/data_ingestion/kidney-ct-scan-image'
[2025-06-07 23:01:12,361: INFO: __init__: Welcome to custom log]
[2025-06-07 23:01:21,112: INFO: main: >>>>> stage Data Ingestion stage started <<<<<]
[2025-06-07 23:01:21,116: INFO: common: yaml file: config/config.yaml loaded successfully]
[2025-06-07 23:01:21,119: INFO: common: yaml file: params.yaml loaded successfully]
[2025-06-07 23:01:21,120: INFO: common: created directory at: artifacts]
[2025-06-07 23:01:21,120: INFO: common: created directory at: artifacts/data_ingestion]
[2025-06-07 23:01:21,120: INFO: data_ingestion: Downloading data from https://drive.google.com/file/d/1wqlI7hsen8Q7wpjzs3pUeGlDZKqci4W-/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2025-06-07 23:05:07,519: INFO: __init__: Welcome to custom log]
[2025-06-07 23:05:11,847: INFO: main: >>>>> stage Data Ingestion stage started <<<<<]
[2025-06-07 23:05:11,850: INFO: common: yaml file: config/config.yaml loaded successfully]
[2025-06-07 23:05:11,851: INFO: common: yaml file: params.yaml loaded successfully]
[2025-06-07 23:05:11,852: INFO: common: created directory at: artifacts]
[2025-06-07 23:05:11,852: INFO: common: created directory at: artifacts/data_ingestion]
[2025-06-07 23:05:11,852: INFO: data_ingestion: Downloading data from https://drive.google.com/file/d/1wqlI7hsen8Q7wpjzs3pUeGlDZKqci4W-/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2025-06-07 23:09:46,007: INFO: data_ingestion: Downloaded data from https://drive.google.com/file/d/1wqlI7hsen8Q7wpjzs3pUeGlDZKqci4W-/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2025-06-07 23:09:55,556: INFO: main: >>>>> stage Data Ingestion stage completed <<<<<

x==========x]
[2025-06-07 23:09:55,556: INFO: main: >>>>> stage Prepare Base Model Stage started <<<<<]
[2025-06-07 23:09:55,559: INFO: common: yaml file: config/config.yaml loaded successfully]
[2025-06-07 23:09:55,561: INFO: common: yaml file: params.yaml loaded successfully]
[2025-06-07 23:09:55,561: INFO: common: created directory at: artifacts]
[2025-06-07 23:09:55,561: INFO: common: created directory at: artifacts/prepare_base_model]
[2025-06-07 23:09:56,473: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2025-06-07 23:09:56,581: WARNING: optimizer: At this time, the v2.11+ optimizer `tf.keras.optimizers.Adam` runs slowly on M1/M2 Macs, please use the legacy Keras optimizer instead, located at `tf.keras.optimizers.legacy.Adam`.]
[2025-06-07 23:09:56,584: WARNING: __init__: There is a known slowdown when using v2.11+ Keras optimizers on M1/M2 Macs. Falling back to the legacy Keras optimizer, i.e., `tf.keras.optimizers.legacy.Adam`.]
[2025-06-07 23:09:56,664: INFO: main: >>>>> stage Prepare Base Model Stage completed <<<<<

x==========x]
[2025-06-07 23:09:56,664: INFO: main: >>>>> stage Model Training Stage started <<<<<]
[2025-06-07 23:09:56,666: INFO: common: yaml file: config/config.yaml loaded successfully]
[2025-06-07 23:09:56,668: INFO: common: yaml file: params.yaml loaded successfully]
[2025-06-07 23:09:56,668: INFO: common: created directory at: artifacts]
[2025-06-07 23:09:56,668: INFO: common: created directory at: artifacts/training]
[2025-06-07 23:09:56,841: ERROR: main: [Errno 2] No such file or directory: 'artifacts/data_ingestion/kidney-ct-scan-image']
Traceback (most recent call last):
  File "main.py", line 31, in <module>
    model_training_pipeline.main()
  File "/Users/sushraireddy/Desktop/Kidney-Disease-Classfication/Kidney-Disease-Classfication/src/cnnClassifier/pipeline/stage_03_model_training.py", line 15, in main
    training.train_valid_generator()
  File "/Users/sushraireddy/Desktop/Kidney-Disease-Classfication/Kidney-Disease-Classfication/src/cnnClassifier/components/model_training.py", line 40, in train_valid_generator
    self.valid_generator = valid_datagenerator.flow_from_directory(
  File "/Users/sushraireddy/Desktop/Kidney-Disease-Classfication/kidney310/lib/python3.8/site-packages/keras/preprocessing/image.py", line 1648, in flow_from_directory
    return DirectoryIterator(
  File "/Users/sushraireddy/Desktop/Kidney-Disease-Classfication/kidney310/lib/python3.8/site-packages/keras/preprocessing/image.py", line 563, in __init__
    for subdir in sorted(os.listdir(directory)):
FileNotFoundError: [Errno 2] No such file or directory: 'artifacts/data_ingestion/kidney-ct-scan-image'
[2025-06-07 23:34:47,226: INFO: __init__: Welcome to custom log]
[2025-06-07 23:34:51,460: INFO: main: >>>>> stage Data Ingestion stage started <<<<<]
[2025-06-07 23:34:51,462: INFO: common: yaml file: config/config.yaml loaded successfully]
[2025-06-07 23:34:51,463: INFO: common: yaml file: params.yaml loaded successfully]
[2025-06-07 23:34:51,464: INFO: common: created directory at: artifacts]
[2025-06-07 23:34:51,464: INFO: common: created directory at: artifacts/data_ingestion]
[2025-06-07 23:34:51,464: INFO: data_ingestion: Downloading data from https://drive.google.com/file/d/1wqlI7hsen8Q7wpjzs3pUeGlDZKqci4W-/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2025-06-07 23:39:04,917: INFO: data_ingestion: Downloaded data from https://drive.google.com/file/d/1wqlI7hsen8Q7wpjzs3pUeGlDZKqci4W-/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2025-06-07 23:39:14,700: INFO: main: >>>>> stage Data Ingestion stage completed <<<<<

x==========x]
[2025-06-07 23:39:14,701: INFO: main: >>>>> stage Prepare Base Model Stage started <<<<<]
[2025-06-07 23:39:14,705: INFO: common: yaml file: config/config.yaml loaded successfully]
[2025-06-07 23:39:14,706: INFO: common: yaml file: params.yaml loaded successfully]
[2025-06-07 23:39:14,706: INFO: common: created directory at: artifacts]
[2025-06-07 23:39:14,706: INFO: common: created directory at: artifacts/prepare_base_model]
[2025-06-07 23:39:15,674: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2025-06-07 23:39:15,782: WARNING: optimizer: At this time, the v2.11+ optimizer `tf.keras.optimizers.Adam` runs slowly on M1/M2 Macs, please use the legacy Keras optimizer instead, located at `tf.keras.optimizers.legacy.Adam`.]
[2025-06-07 23:39:15,785: WARNING: __init__: There is a known slowdown when using v2.11+ Keras optimizers on M1/M2 Macs. Falling back to the legacy Keras optimizer, i.e., `tf.keras.optimizers.legacy.Adam`.]
[2025-06-07 23:39:15,878: INFO: main: >>>>> stage Prepare Base Model Stage completed <<<<<

x==========x]
[2025-06-07 23:39:15,878: INFO: main: >>>>> stage Model Training Stage started <<<<<]
[2025-06-07 23:39:15,880: INFO: common: yaml file: config/config.yaml loaded successfully]
[2025-06-07 23:39:15,881: INFO: common: yaml file: params.yaml loaded successfully]
[2025-06-07 23:39:15,881: INFO: common: created directory at: artifacts]
[2025-06-07 23:39:15,882: INFO: common: created directory at: artifacts/training]
[2025-06-07 23:39:18,193: ERROR: main: cannot identify image file <_io.BytesIO object at 0x31c648f40>]
Traceback (most recent call last):
  File "main.py", line 31, in <module>
    model_training_pipeline.main()
  File "/Users/sushraireddy/Desktop/Kidney-Disease-Classfication/Kidney-Disease-Classfication/src/cnnClassifier/pipeline/stage_03_model_training.py", line 16, in main
    training.train()
  File "/Users/sushraireddy/Desktop/Kidney-Disease-Classfication/Kidney-Disease-Classfication/src/cnnClassifier/components/model_training.py", line 80, in train
    self.model.fit(
  File "/Users/sushraireddy/Desktop/Kidney-Disease-Classfication/kidney310/lib/python3.8/site-packages/keras/utils/traceback_utils.py", line 70, in error_handler
    raise e.with_traceback(filtered_tb) from None
  File "/Users/sushraireddy/Desktop/Kidney-Disease-Classfication/kidney310/lib/python3.8/site-packages/PIL/Image.py", line 3498, in open
    raise UnidentifiedImageError(msg)
PIL.UnidentifiedImageError: cannot identify image file <_io.BytesIO object at 0x31c648f40>
[2025-06-07 23:49:51,303: INFO: __init__: Welcome to custom log]
[2025-06-08 12:17:57,846: INFO: __init__: Welcome to custom log]
[2025-06-08 12:18:01,997: INFO: main: >>>>> stage Data Ingestion stage started <<<<<]
[2025-06-08 12:18:01,999: INFO: common: yaml file: config/config.yaml loaded successfully]
[2025-06-08 12:18:02,000: INFO: common: yaml file: params.yaml loaded successfully]
[2025-06-08 12:18:02,000: INFO: common: created directory at: artifacts]
[2025-06-08 12:18:02,000: INFO: common: created directory at: artifacts/data_ingestion]
[2025-06-08 12:18:02,001: INFO: data_ingestion: Downloading data from https://drive.google.com/file/d/1wqlI7hsen8Q7wpjzs3pUeGlDZKqci4W-/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2025-06-08 12:18:31,067: INFO: __init__: Welcome to custom log]
[2025-06-08 12:18:34,100: INFO: main: >>>>> stage Data Ingestion stage started <<<<<]
[2025-06-08 12:18:34,101: INFO: common: yaml file: config/config.yaml loaded successfully]
[2025-06-08 12:18:34,102: INFO: common: yaml file: params.yaml loaded successfully]
[2025-06-08 12:18:34,103: INFO: common: created directory at: artifacts]
[2025-06-08 12:18:34,103: INFO: common: created directory at: artifacts/data_ingestion]
[2025-06-08 12:18:34,103: INFO: data_ingestion: Downloading data from https://drive.google.com/file/d/1wqlI7hsen8Q7wpjzs3pUeGlDZKqci4W-/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2025-06-08 12:23:21,816: INFO: data_ingestion: Downloaded data from https://drive.google.com/file/d/1wqlI7hsen8Q7wpjzs3pUeGlDZKqci4W-/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2025-06-08 12:23:32,507: INFO: main: >>>>> stage Data Ingestion stage completed <<<<<

x==========x]
[2025-06-08 12:23:32,508: INFO: main: >>>>> stage Prepare Base Model Stage started <<<<<]
[2025-06-08 12:23:32,513: INFO: common: yaml file: config/config.yaml loaded successfully]
[2025-06-08 12:23:32,515: INFO: common: yaml file: params.yaml loaded successfully]
[2025-06-08 12:23:32,516: INFO: common: created directory at: artifacts]
[2025-06-08 12:23:32,516: INFO: common: created directory at: artifacts/prepare_base_model]
[2025-06-08 12:23:34,438: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2025-06-08 12:23:34,776: WARNING: optimizer: At this time, the v2.11+ optimizer `tf.keras.optimizers.Adam` runs slowly on M1/M2 Macs, please use the legacy Keras optimizer instead, located at `tf.keras.optimizers.legacy.Adam`.]
[2025-06-08 12:23:34,785: WARNING: __init__: There is a known slowdown when using v2.11+ Keras optimizers on M1/M2 Macs. Falling back to the legacy Keras optimizer, i.e., `tf.keras.optimizers.legacy.Adam`.]
[2025-06-08 12:23:34,967: INFO: main: >>>>> stage Prepare Base Model Stage completed <<<<<

x==========x]
[2025-06-08 12:23:34,967: INFO: main: >>>>> stage Model Training Stage started <<<<<]
[2025-06-08 12:23:34,971: INFO: common: yaml file: config/config.yaml loaded successfully]
[2025-06-08 12:23:34,975: INFO: common: yaml file: params.yaml loaded successfully]
[2025-06-08 12:23:34,975: INFO: common: created directory at: artifacts]
[2025-06-08 12:23:34,976: INFO: common: created directory at: artifacts/training]
[2025-06-08 12:23:35,376: ERROR: main: flow_from_directory() got an unexpected keyword argument 'ignore_bad_files']
Traceback (most recent call last):
  File "main.py", line 31, in <module>
    model_training_pipeline.main()
  File "/Users/sushraireddy/Desktop/Kidney-Disease-Classfication/Kidney-Disease-Classfication/src/cnnClassifier/pipeline/stage_03_model_training.py", line 15, in main
    training.train_valid_generator()
  File "/Users/sushraireddy/Desktop/Kidney-Disease-Classfication/Kidney-Disease-Classfication/src/cnnClassifier/components/model_training.py", line 40, in train_valid_generator
    self.valid_generator = valid_datagenerator.flow_from_directory(
TypeError: flow_from_directory() got an unexpected keyword argument 'ignore_bad_files'
[2025-06-08 12:29:46,868: INFO: __init__: Welcome to custom log]
[2025-06-08 12:29:50,925: INFO: main: >>>>> stage Data Ingestion stage started <<<<<]
[2025-06-08 12:29:50,927: INFO: common: yaml file: config/config.yaml loaded successfully]
[2025-06-08 12:29:50,928: INFO: common: yaml file: params.yaml loaded successfully]
[2025-06-08 12:29:50,928: INFO: common: created directory at: artifacts]
[2025-06-08 12:29:50,928: INFO: common: created directory at: artifacts/data_ingestion]
[2025-06-08 12:29:50,929: INFO: data_ingestion: Downloading data from https://drive.google.com/file/d/1wqlI7hsen8Q7wpjzs3pUeGlDZKqci4W-/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2025-06-08 12:34:17,375: INFO: data_ingestion: Downloaded data from https://drive.google.com/file/d/1wqlI7hsen8Q7wpjzs3pUeGlDZKqci4W-/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2025-06-08 12:34:29,099: INFO: main: >>>>> stage Data Ingestion stage completed <<<<<

x==========x]
[2025-06-08 12:34:29,100: INFO: main: >>>>> stage Prepare Base Model Stage started <<<<<]
[2025-06-08 12:34:29,104: INFO: common: yaml file: config/config.yaml loaded successfully]
[2025-06-08 12:34:29,106: INFO: common: yaml file: params.yaml loaded successfully]
[2025-06-08 12:34:29,107: INFO: common: created directory at: artifacts]
[2025-06-08 12:34:29,107: INFO: common: created directory at: artifacts/prepare_base_model]
[2025-06-08 12:34:30,183: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2025-06-08 12:34:30,311: WARNING: optimizer: At this time, the v2.11+ optimizer `tf.keras.optimizers.Adam` runs slowly on M1/M2 Macs, please use the legacy Keras optimizer instead, located at `tf.keras.optimizers.legacy.Adam`.]
[2025-06-08 12:34:30,314: WARNING: __init__: There is a known slowdown when using v2.11+ Keras optimizers on M1/M2 Macs. Falling back to the legacy Keras optimizer, i.e., `tf.keras.optimizers.legacy.Adam`.]
[2025-06-08 12:34:30,388: INFO: main: >>>>> stage Prepare Base Model Stage completed <<<<<

x==========x]
[2025-06-08 12:34:30,389: INFO: main: >>>>> stage Model Training Stage started <<<<<]
[2025-06-08 12:34:30,391: INFO: common: yaml file: config/config.yaml loaded successfully]
[2025-06-08 12:34:30,392: INFO: common: yaml file: params.yaml loaded successfully]
[2025-06-08 12:34:30,392: INFO: common: created directory at: artifacts]
[2025-06-08 12:34:30,392: INFO: common: created directory at: artifacts/training]
[2025-06-08 12:39:38,225: INFO: main: >>>>> stage Model Training Stage completed <<<<<

x==========x]
[2025-06-09 23:13:28,225: INFO: __init__: Welcome to custom log]
[2025-06-09 23:31:20,841: INFO: __init__: Welcome to custom log]
[2025-06-09 23:56:18,392: INFO: common: yaml file: config/config.yaml loaded successfully]
[2025-06-09 23:56:18,399: INFO: common: yaml file: params.yaml loaded successfully]
[2025-06-09 23:56:18,400: INFO: common: created directory at: artifacts]
[2025-06-09 23:59:10,737: INFO: __init__: Welcome to custom log]
[2025-06-09 23:59:22,466: INFO: common: yaml file: config/config.yaml loaded successfully]
[2025-06-09 23:59:22,562: INFO: common: yaml file: params.yaml loaded successfully]
[2025-06-09 23:59:22,563: INFO: common: created directory at: artifacts]
[2025-06-10 11:47:29,595: INFO: __init__: Welcome to custom log]
[2025-06-10 11:47:40,549: INFO: common: yaml file: config/config.yaml loaded successfully]
[2025-06-10 11:47:40,553: INFO: common: yaml file: params.yaml loaded successfully]
[2025-06-10 11:47:40,555: INFO: common: created directory at: artifacts]
[2025-06-10 11:49:03,733: INFO: common: json file saved at: scores.json]
[2025-06-10 11:49:03,735: INFO: common: json file saved at: scores.json]
[2025-06-10 11:55:53,727: INFO: common: yaml file: config/config.yaml loaded successfully]
[2025-06-10 11:55:53,734: INFO: common: yaml file: params.yaml loaded successfully]
[2025-06-10 11:55:53,738: INFO: common: created directory at: artifacts]
[2025-06-10 11:57:38,675: INFO: common: json file saved at: scores.json]
[2025-06-10 11:57:38,680: INFO: common: json file saved at: scores.json]
[2025-06-10 11:57:38,789: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'ConnectionResetError(54, 'Connection reset by peer')': /sushrai1/Kidney-Disease-Classfication.mlflow/api/2.0/mlflow/runs/create]
[2025-06-10 13:51:41,256: INFO: common: yaml file: config/config.yaml loaded successfully]
[2025-06-10 13:51:41,260: INFO: common: yaml file: params.yaml loaded successfully]
[2025-06-10 13:51:41,261: INFO: common: created directory at: artifacts]
[2025-06-10 13:54:10,519: INFO: common: json file saved at: scores.json]
[2025-06-10 13:54:18,490: INFO: _client: HTTP Request: POST https://dagshub.com/login/oauth/middleman "HTTP/1.1 200 OK"]
[2025-06-10 13:54:18,923: INFO: _client: HTTP Request: POST https://dagshub.com/login/oauth/access_token "HTTP/1.1 200 OK"]
[2025-06-10 13:54:19,334: INFO: _client: HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"]
[2025-06-10 13:54:19,349: INFO: helpers: Accessing as sushrai1]
[2025-06-10 13:54:19,774: INFO: _client: HTTP Request: GET https://dagshub.com/api/v1/repos/sushrai1/Kidney-Disease-Classfication "HTTP/1.1 200 OK"]
[2025-06-10 13:54:20,219: INFO: _client: HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"]
[2025-06-10 13:54:20,229: INFO: helpers: Initialized MLflow to track repo "sushrai1/Kidney-Disease-Classfication"]
[2025-06-10 13:54:20,231: INFO: helpers: Repository sushrai1/Kidney-Disease-Classfication initialized!]
[2025-06-10 13:54:20,308: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'ConnectionResetError(54, 'Connection reset by peer')': /sushrai1/Kidney-Disease-Classfication.mlflow/api/2.0/mlflow/runs/create]
[2025-06-10 13:54:22,496: WARNING: save: Found untraced functions such as _jit_compiled_convolution_op, _jit_compiled_convolution_op, _jit_compiled_convolution_op, _jit_compiled_convolution_op, _jit_compiled_convolution_op while saving (showing 5 of 13). These functions will not be directly callable after loading.]
[2025-06-10 13:54:23,747: INFO: builder_impl: Assets written to: /var/folders/dq/vww2cj157s37y2q65dgqkq740000gn/T/tmp8gal3tzu/model/data/model/assets]
[2025-06-10 23:09:58,552: INFO: __init__: Welcome to custom log]
[2025-06-10 23:15:14,711: INFO: __init__: Welcome to custom log]
[2025-06-10 23:15:19,405: INFO: main: >>>>> stage Data Ingestion stage started <<<<<]
[2025-06-10 23:15:19,407: INFO: common: yaml file: config/config.yaml loaded successfully]
[2025-06-10 23:15:19,408: INFO: common: yaml file: params.yaml loaded successfully]
[2025-06-10 23:15:19,408: INFO: common: created directory at: artifacts]
[2025-06-10 23:15:19,408: INFO: common: created directory at: artifacts/data_ingestion]
[2025-06-10 23:15:19,408: INFO: data_ingestion: Downloading data from https://drive.google.com/file/d/1wqlI7hsen8Q7wpjzs3pUeGlDZKqci4W-/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2025-06-10 23:17:01,723: INFO: data_ingestion: Downloaded data from https://drive.google.com/file/d/1wqlI7hsen8Q7wpjzs3pUeGlDZKqci4W-/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2025-06-10 23:17:15,533: INFO: main: >>>>> stage Data Ingestion stage completed <<<<<

x==========x]
[2025-06-10 23:17:15,535: INFO: main: >>>>> stage Prepare Base Model Stage started <<<<<]
[2025-06-10 23:17:15,541: INFO: common: yaml file: config/config.yaml loaded successfully]
[2025-06-10 23:17:15,545: INFO: common: yaml file: params.yaml loaded successfully]
[2025-06-10 23:17:15,546: INFO: common: created directory at: artifacts]
[2025-06-10 23:17:15,546: INFO: common: created directory at: artifacts/prepare_base_model]
[2025-06-10 23:17:16,553: WARNING: saving_utils: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2025-06-10 23:17:16,689: WARNING: optimizer: At this time, the v2.11+ optimizer `tf.keras.optimizers.Adam` runs slowly on M1/M2 Macs, please use the legacy Keras optimizer instead, located at `tf.keras.optimizers.legacy.Adam`.]
[2025-06-10 23:17:16,692: WARNING: __init__: There is a known slowdown when using v2.11+ Keras optimizers on M1/M2 Macs. Falling back to the legacy Keras optimizer, i.e., `tf.keras.optimizers.legacy.Adam`.]
[2025-06-10 23:17:16,788: INFO: main: >>>>> stage Prepare Base Model Stage completed <<<<<

x==========x]
[2025-06-10 23:17:16,789: INFO: main: >>>>> stage Model Training Stage started <<<<<]
[2025-06-10 23:17:16,791: INFO: common: yaml file: config/config.yaml loaded successfully]
[2025-06-10 23:17:16,793: INFO: common: yaml file: params.yaml loaded successfully]
[2025-06-10 23:17:16,793: INFO: common: created directory at: artifacts]
[2025-06-10 23:17:16,793: INFO: common: created directory at: artifacts/training]
[2025-06-10 23:35:33,072: INFO: main: >>>>> stage Model Training Stage completed <<<<<

x==========x]
[2025-06-10 23:35:33,074: INFO: main: >>>>> stage Model Evaluation Stage started <<<<<]
[2025-06-10 23:35:33,079: INFO: common: yaml file: config/config.yaml loaded successfully]
[2025-06-10 23:35:33,081: INFO: common: yaml file: params.yaml loaded successfully]
[2025-06-10 23:35:33,081: INFO: common: created directory at: artifacts]
[2025-06-10 23:37:25,138: INFO: common: json file saved at: scores.json]
[2025-06-10 23:37:25,673: INFO: _client: HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"]
[2025-06-10 23:37:25,712: INFO: helpers: Accessing as sushrai1]
[2025-06-10 23:37:26,299: INFO: _client: HTTP Request: GET https://dagshub.com/api/v1/repos/sushrai1/Kidney-Disease-Classfication "HTTP/1.1 200 OK"]
[2025-06-10 23:37:26,711: INFO: _client: HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"]
[2025-06-10 23:37:26,718: INFO: helpers: Initialized MLflow to track repo "sushrai1/Kidney-Disease-Classfication"]
[2025-06-10 23:37:26,719: INFO: helpers: Repository sushrai1/Kidney-Disease-Classfication initialized!]
